ID Empreendimento,Mes,01. Receita Operacional Bruta (R),02. Deducoes da Receita Bruta (R),03. Receita Operacional Liquida (R),04. Custo dos Produtos/Servicos Vendidos (R),05. Lucro Bruto (R),06. Despesas com Vendas (R),07. Despesas Administrativas (R),08. Outras Despesas Operacionais (R),09. EBITDA (R),10. Depreciacao e Amortizacao (R),11. EBIT (R),12. Resultado Financeiro (R),13. EBT (R),14. Imposto de Renda e Contribuicao Social (R),15. Lucro Liquido (R)
3,2024-02-01,230839.11,6393.82,96139.55,37861.34,229861.36,15091.76,28408.62,980.77,83486.48,2442.77,12016.62,-13947.44,280425.71,77056.89,55618.84
4,2024-07-01,468787.25,10993.28,472735.33,139790.24,205574.39,3991.57,27552.72,5961.42,264502.47,10310.65,123842.67,-7738.04,115038.79,77101.58,229549.87
2,2024-10-01,176013.23,9214.21,437343.08,76397.43,241036.16,9482.71,6621.49,10189.52,97227.82,13509.77,89494.17,4952.64,224656.71,74094.82,151050.02
3,2024-08-01,175159.01,5068.33,346393.31,119513.19,289269.93,7765.53,9059.52,2114.31,259624.66,10374.21,224040.47,-17528.55,204104.61,10694.0,275457.65
5,2024-08-01,326134.27,8135.4,452280.94,85069.82,91110.12,14291.54,12933.94,3616.4,179710.72,13398.84,199815.2,-6734.8,24169.31,26779.88,96219.94
3,2024-08-01,120240.03,16862.07,135987.14,136911.13,149854.37,12277.15,14804.69,11098.54,229765.38,19071.49,205611.91,-7462.41,8622.98,3498.96,56696.02
1,2024-10-01,420401.16,12798.4,452035.74,33488.67,120175.52,19383.18,17181.81,10086.34,112030.94,7297.61,249666.89,-15649.87,222399.06,32548.95,258887.14
1,2024-09-01,275846.1,19451.42,160030.03,61128.82,45151.82,3636.05,3081.92,5513.22,54637.73,17877.78,277694.8,-5452.18,57247.51,66367.46,164892.23
2,2024-01-01,379678.59,18421.49,293485.17,95493.12,29737.29,9997.95,3907.02,14889.49,57387.04,11348.03,284887.89,6601.06,97308.06,21246.84,191132.47
5,2024-12-01,169852.88,20985.99,270504.69,68787.49,253260.73,14183.14,15144.71,5006.45,61919.52,14549.1,284833.92,11990.75,160255.18,20855.73,20062.71
5,2024-01-01,356942.94,22340.5,279983.24,119122.63,59414.38,8006.89,27709.48,4084.16,72353.18,16810.73,254811.42,-7213.98,152657.1,4974.14,194014.89
3,2024-10-01,337628.26,21396.51,181951.9,112610.18,24686.02,18540.67,22787.19,5446.04,266538.51,6060.8,175473.01,4565.42,48430.67,50511.59,71933.43
2,2024-02-01,402264.5,13961.22,387255.48,33062.92,153715.01,17198.62,17204.78,11388.5,154510.72,7749.05,79559.29,-16864.75,23892.6,59963.61,90939.37
5,2024-11-01,218960.52,11174.55,372033.32,102061.56,118291.47,17585.6,2797.5,1839.52,77907.84,1761.12,13069.48,5994.55,190440.07,5105.9,217257.11
1,2024-06-01,473266.23,15046.05,456586.05,130306.37,40162.75,12571.83,3911.84,4670.71,193874.16,15805.4,108661.43,173.34,244751.9,34134.4,177918.62
3,2024-01-01,484520.43,15702.57,277796.41,67874.64,35735.43,9961.98,19639.58,9314.98,38797.42,2345.13,240732.11,3242.33,280799.19,52333.58,250861.73
4,2024-05-01,447249.44,11263.49,294236.83,46723.07,298512.63,7990.22,7368.37,13040.38,67402.67,8985.98,207545.34,7543.78,159675.91,76827.64,201552.17
1,2024-05-01,328813.51,15800.13,436349.16,118595.65,306600.41,3274.21,18124.94,6826.67,172798.35,16555.45,49352.06,11896.05,164089.69,13506.79,114698.71
2,2024-04-01,268115.31,7115.59,442775.85,138051.3,167098.62,19016.49,14699.61,6017.82,153114.18,2959.75,10197.58,-18931.86,214981.78,60445.73,121024.7
5,2024-11-01,123196.97,9620.84,334814.67,108828.51,278726.85,6008.89,7167.53,5586.54,78405.3,19874.95,83622.16,-17308.64,73997.73,22769.04,177555.04
1,2024-05-01,478891.12,19920.96,403158.04,131525.24,264028.33,16239.51,15034.16,1269.04,28428.3,11725.08,225421.6,9491.3,219498.67,48387.55,58620.59
4,2024-12-01,480712.54,8656.64,277055.88,149839.8,196702.69,1226.1,26829.79,14103.79,186533.66,3374.9,196344.8,4282.66,47026.17,57523.27,136285.14
4,2024-01-01,107475.38,7780.76,230278.21,89926.33,248994.93,8248.46,8291.4,1141.51,267383.15,1270.54,194354.77,-6528.71,170458.72,1620.31,21763.35
2,2024-11-01,242755.02,10746.86,420627.33,142234.65,303815.12,11851.02,28793.01,8647.45,234110.99,7390.06,205168.34,9712.54,279121.01,14284.3,129999.76
1,2024-11-01,452014.55,12420.98,385908.78,71323.46,192723.13,6973.21,8418.6,12005.57,72369.95,5190.32,86005.1,1713.77,111871.77,59773.84,67592.82
3,2024-06-01,132340.81,11570.97,171964.64,119477.81,176059.11,4684.03,14783.23,12922.28,213772.71,9807.27,175544.52,1655.37,119997.27,17489.21,255454.46
1,2024-07-01,178626.55,12492.11,94058.05,138175.94,21080.8,2357.56,22242.88,3177.49,80968.61,9855.94,284223.35,6308.13,231928.56,69293.27,215589.61
4,2024-08-01,491470.93,7798.25,301239.93,92505.03,185353.39,19793.06,23685.46,971.96,232936.38,3961.82,88415.77,13606.23,158395.14,61026.96,26591.41
2,2024-02-01,438915.52,8307.9,411646.61,105176.08,269337.79,17841.79,10686.91,11641.77,230330.99,13519.54,252424.92,-9330.3,255141.55,72030.75,222283.37
2,2024-07-01,464825.4,9716.7,173880.59,146459.26,252441.55,6934.7,2461.58,1390.28,77988.73,8836.17,263682.31,19730.44,70249.7,61186.35,168426.25
3,2024-06-01,156861.77,13039.84,381958.15,60141.6,216967.92,1300.08,19524.48,6837.17,20633.52,13025.37,121333.27,-5310.79,215718.87,58575.59,147849.04
2,2024-09-01,184526.38,11717.98,240602.89,72717.35,27498.35,11270.94,11022.8,5646.7,164010.28,17410.62,30888.44,2617.61,263943.96,71463.81,52206.78
2,2024-08-01,342166.63,20826.7,209283.42,122673.2,302236.16,7108.31,16593.23,2446.41,194870.3,4218.91,288050.27,13669.62,136951.36,36284.78,213818.13
2,2024-11-01,300695.29,15510.36,144126.52,70916.44,150877.32,3199.29,3810.69,8202.59,92959.24,9227.01,36363.15,-1146.27,187963.56,75916.13,150683.46
2,2024-04-01,219401.36,16514.02,448717.44,90093.05,194318.15,16015.83,12951.48,2691.59,134182.11,16985.55,241742.76,-13373.27,161482.42,83855.84,84973.27
2,2024-09-01,453538.52,16211.86,165279.21,36054.93,141307.24,7425.31,19672.01,10132.5,145771.69,14723.05,107270.03,19989.5,172345.84,64832.72,63963.4
4,2024-01-01,460555.45,12975.5,186675.46,97858.08,126408.24,19484.18,4330.18,12053.82,222578.05,6802.4,180663.85,13046.38,187714.47,21632.94,210865.89
1,2024-11-01,216673.6,24609.67,207595.13,105214.18,175731.13,14417.47,15248.0,3853.0,70533.02,15369.04,94201.43,-14623.44,72027.58,36933.31,16173.41
5,2024-06-01,162301.26,5746.58,188864.77,39912.54,170883.13,16954.68,14235.78,11232.02,41290.62,8257.58,114968.55,5453.06,81079.37,35792.63,173535.24
2,2024-08-01,159636.97,9316.76,140162.24,59268.26,128706.44,12813.86,10737.47,9873.63,91909.57,19456.01,89374.07,-8088.99,99270.94,45127.86,277082.01
5,2024-11-01,293770.08,10693.09,216780.03,81982.41,265175.52,11672.37,29598.48,4411.49,156895.25,5841.69,67484.43,3159.78,57130.88,58323.14,257281.26
5,2024-11-01,153167.4,22625.96,263709.12,123748.93,35437.67,9132.67,29280.59,3329.7,54576.85,4385.37,111384.02,-14643.7,244473.33,1923.36,271100.43
4,2024-04-01,289336.09,23377.38,295709.01,32598.84,55691.89,2579.21,15709.86,13179.97,80197.44,17694.22,252322.56,10146.67,91319.83,18786.76,206535.39
2,2024-02-01,284773.63,21922.08,137599.84,69761.94,45174.6,15010.69,7276.17,3421.67,156282.94,10438.96,32841.42,9962.44,166144.62,54464.65,52239.85
5,2024-11-01,453644.09,13339.02,386765.51,30587.11,192322.83,7456.99,15051.87,1639.35,220616.43,15138.03,13121.32,-11304.02,41101.49,29860.45,269560.54
2,2024-02-01,218484.18,23292.48,199611.76,92553.89,145817.55,4736.97,25740.44,5112.66,22626.67,19053.45,76078.73,-4521.94,157726.1,20141.06,251702.04
3,2024-10-01,324260.98,6970.16,442179.47,89853.09,157873.45,3173.85,11653.44,13615.87,177674.16,4748.54,247106.05,550.46,152460.41,60778.2,67663.34
3,2024-01-01,397399.95,18048.69,206820.97,120644.61,195908.02,2488.53,11550.68,8995.02,124426.88,2902.78,270480.43,7169.74,144623.84,70721.39,222960.65
3,2024-05-01,338365.92,23744.48,420151.55,30470.35,118810.28,10032.93,24650.4,10914.32,175248.13,5113.71,237602.8,-5879.82,168933.0,77587.02,112280.66
5,2024-06-01,481627.14,20098.0,216013.03,121045.63,75853.55,16902.72,19586.16,3672.89,197546.44,3180.24,20589.01,-18197.63,29105.27,75816.11,189456.6
3,2024-04-01,340910.99,10557.34,277333.11,136947.25,113583.8,3445.53,13348.34,7661.11,25541.48,19278.12,64718.48,-9046.41,280858.59,60519.75,89840.05
4,2024-04-01,460744.87,19350.12,223941.88,68090.41,323166.4,10779.98,16522.3,11969.55,168445.74,14555.11,102277.4,1420.38,258272.08,80615.34,40821.65
4,2024-05-01,198022.56,10895.27,229838.13,70042.84,310570.08,8203.03,18647.64,5862.27,284382.71,13460.68,201374.47,-3887.95,59486.9,78008.54,185409.16
5,2024-05-01,324301.11,7231.64,322432.88,30128.3,311773.73,11258.44,6513.59,10884.74,135451.62,19080.65,101640.0,19363.97,187205.56,18037.54,27436.51
2,2024-09-01,317322.37,19344.43,352171.44,81493.55,28427.31,2102.68,15360.46,8956.91,275129.82,19590.52,148439.82,-5030.5,195490.22,18743.72,33980.92
1,2024-08-01,495780.84,8584.53,423189.41,103561.69,47282.59,11167.57,16647.61,5362.4,291865.17,18347.23,21415.07,13157.8,34342.46,39325.76,63673.87
2,2024-09-01,181802.53,7221.3,302621.02,44723.38,33941.39,11449.35,29869.85,6497.51,191561.11,13535.37,20344.57,-19237.53,30718.83,28968.96,237165.62
2,2024-03-01,156397.36,16035.2,161737.66,108859.79,268718.8,17531.59,9073.62,11176.53,162401.34,10437.93,214992.31,-2027.86,146883.53,82286.95,123684.02
2,2024-03-01,344668.83,17412.51,470832.04,73889.12,322367.36,4790.6,8940.95,11356.9,235292.67,1834.52,39421.07,-2716.64,251607.27,62420.41,134597.86
2,2024-01-01,189476.86,6021.13,348509.38,110759.75,185611.42,16480.08,23303.96,13426.05,239942.47,17662.44,87174.66,16515.66,13264.19,33286.57,185954.4
1,2024-10-01,355662.14,5089.38,224900.88,60131.67,233753.63,15276.96,11383.0,8314.37,192727.88,2902.37,11334.36,-9009.78,87818.96,19459.13,252236.87
3,2024-06-01,488995.64,22641.41,462281.79,122957.57,127428.03,18374.77,3574.07,6935.52,15117.52,2636.48,163673.0,-1795.14,254744.38,66260.64,185720.47
2,2024-04-01,478602.4,7305.05,458389.4,95862.34,253447.42,18345.72,28822.43,11824.58,201051.32,13467.38,162141.07,6135.39,95581.16,56950.0,267664.39
4,2024-11-01,192441.21,16677.96,106815.69,93983.39,220105.39,15556.66,3164.25,6096.23,266095.91,16796.11,134964.17,9315.42,48175.23,54700.95,17912.14
5,2024-08-01,168358.54,24070.92,82930.27,88579.04,264293.01,18579.84,27741.82,9101.4,34357.83,14024.51,230315.44,19002.09,106729.78,75193.64,236442.62
5,2024-02-01,324295.71,15238.2,92782.64,131036.98,172507.31,5920.14,24757.01,11525.01,100163.62,7934.88,117464.6,19274.94,259712.3,22698.74,187907.7
4,2024-11-01,334710.92,7795.96,349125.77,96510.56,79175.4,3956.96,19101.74,13912.18,259237.0,16759.3,79449.88,2271.93,89008.39,13438.44,142988.05
2,2024-02-01,364900.03,12869.69,359351.63,49151.91,165095.61,6327.05,26684.19,13387.19,193174.07,1102.78,103704.9,7241.09,115527.59,74417.61,62773.22
1,2024-07-01,396596.37,17480.84,364611.11,105096.73,115188.28,16957.53,7481.73,10079.47,47535.19,4128.71,203408.73,-16107.82,76758.45,3543.3,84588.88
3,2024-05-01,340382.92,20256.79,327095.76,91690.4,231702.61,6956.95,7247.57,797.76,185058.38,10519.56,275314.67,14315.79,75164.81,84142.17,38954.21
5,2024-01-01,144701.2,17138.76,189196.53,38271.94,61739.16,16554.33,14426.43,11208.17,191152.64,17681.92,207333.94,-6298.22,115782.74,22203.7,148816.27
3,2024-07-01,416063.19,5686.31,141851.56,99729.72,121232.86,8067.49,29902.11,5302.72,46234.11,2971.61,287657.12,2297.92,61456.5,45513.62,189568.04
1,2024-07-01,131806.87,7862.06,446143.33,39526.16,22006.03,16190.59,2257.76,12585.51,63985.99,10542.97,179826.95,15959.67,178093.52,77152.77,199082.15
5,2024-10-01,107997.07,12436.03,440256.07,116979.82,268735.25,17096.31,5978.64,888.54,181252.55,4910.2,275213.07,-14736.94,90928.45,34158.53,23719.85
3,2024-06-01,407863.28,19114.27,171994.44,108573.69,144021.02,13879.58,22128.92,2142.3,132689.61,5103.29,49655.2,14315.03,177998.96,24743.99,131453.03
1,2024-04-01,319342.97,16686.56,142174.85,89190.77,256737.1,19611.99,9233.24,10501.97,80838.4,16988.9,76639.03,-13684.57,179038.06,2838.11,47809.57
3,2024-12-01,379436.57,5893.9,225136.4,119854.12,49767.68,14876.08,17523.86,4354.9,193722.85,4190.06,194997.49,-7564.46,255914.37,76467.12,202539.34
2,2024-08-01,253098.93,20937.72,94362.65,63689.11,79107.74,5657.62,21998.51,5108.88,46414.13,2293.73,146923.66,6603.1,163951.95,48113.58,203293.23
1,2024-12-01,104437.0,17102.49,139855.65,83571.14,279392.82,19703.83,25534.57,6303.61,47260.96,2624.88,111798.91,9421.31,240549.28,11890.44,241516.92
3,2024-11-01,232406.14,22743.0,227119.6,31834.6,201615.32,13992.43,17589.57,3257.14,17960.4,7653.38,109393.97,9974.2,205730.64,68394.59,269048.74
2,2024-02-01,343254.09,13353.06,170497.58,148595.2,21799.58,9279.04,4825.63,12962.25,201396.77,11282.42,94352.82,16547.78,50694.53,27026.49,181505.82
2,2024-02-01,190281.23,14804.04,369728.11,36750.55,296064.17,10346.64,21428.03,1779.98,280410.44,1217.99,237066.6,-8368.9,35609.35,1613.21,199764.43
1,2024-02-01,375121.73,13111.02,436983.85,42534.63,319966.86,15556.33,16029.71,2966.87,20864.66,19881.32,109343.84,10754.81,250887.85,36489.0,74479.81
4,2024-03-01,417760.4,19449.09,438656.06,89386.27,221661.44,15311.52,21434.87,6029.46,129505.37,18840.21,31543.35,19703.13,20929.72,66176.39,278584.5
5,2024-06-01,281706.8,20042.62,316711.12,75108.39,241986.61,16981.01,3600.85,5949.3,64967.35,9841.03,52321.14,-17052.85,74231.12,68801.78,135644.49
1,2024-01-01,450288.52,19464.85,356395.89,93881.84,60748.26,5573.63,2099.48,1252.14,199176.66,3779.42,148362.69,-11997.67,192729.71,41083.45,59554.45
2,2024-11-01,441926.63,10831.99,272612.57,130201.37,253706.04,19013.23,27397.33,5407.55,142518.73,4065.31,45721.36,16575.56,182466.03,79574.0,127909.11
2,2024-02-01,451223.18,17720.63,133675.09,49034.48,50193.32,5968.69,17915.89,11582.97,183087.22,8403.44,243094.1,-9645.99,256461.99,84809.85,102707.91
1,2024-10-01,364414.81,11770.56,329014.33,106743.79,291373.27,10129.18,7002.79,13412.81,254457.84,18339.79,266148.61,17847.52,77781.81,8535.01,112016.31
4,2024-02-01,221915.6,21684.01,214981.53,32164.25,173965.83,5016.08,21728.42,2296.91,177138.78,8842.03,28506.35,964.78,78951.86,4366.49,174204.7
5,2024-12-01,292500.51,6102.32,77317.4,124805.35,63059.46,9251.46,21805.93,9946.91,167725.17,8359.03,253989.75,1612.43,105796.02,45702.16,201317.8
3,2024-01-01,384204.26,5754.42,304981.48,127875.54,47057.29,13347.84,27615.35,13935.58,55924.92,18443.47,202195.69,-15803.32,282250.88,50652.07,58148.4
1,2024-03-01,184225.46,7034.17,154347.52,75525.34,154234.97,10345.03,23474.63,4848.79,146711.71,19880.81,101125.68,-12539.85,24152.03,4335.84,272266.53
5,2024-10-01,395537.4,9047.26,429602.25,50799.99,21628.31,5721.85,25483.88,13210.0,193899.16,8293.28,80652.3,14956.17,102937.84,32113.97,165850.42
5,2024-07-01,319235.45,5752.71,448577.89,127327.33,313174.15,8353.42,25390.59,2769.12,216342.79,19288.25,123553.62,8886.69,35216.56,58804.51,148143.31
2,2024-01-01,138406.98,6432.33,139869.22,139105.08,72058.72,12295.15,10222.86,12984.16,38358.37,3464.86,177889.18,-14879.57,223620.27,30674.63,2638.74
3,2024-07-01,322914.53,11121.13,86765.11,39036.8,147953.07,18057.47,16612.36,6687.75,210197.01,4794.99,77355.01,-14394.78,75411.07,30622.32,189571.48
1,2024-05-01,126710.46,6995.81,76617.77,99576.81,205034.67,9050.54,2989.59,12467.77,70806.64,9260.12,256459.45,16577.18,19235.35,69627.98,279649.08
2,2024-09-01,105722.91,21041.48,440217.42,142578.52,225818.94,11922.47,3197.3,3552.97,203400.15,8268.55,17775.21,11354.73,142792.09,4118.85,188157.54
2,2024-02-01,455851.07,6077.35,135807.43,107248.3,192266.9,18306.17,26674.18,1499.62,94699.88,5368.44,29696.91,-15225.47,183986.71,73067.6,201372.36
4,2024-01-01,295966.44,23158.59,249132.98,128438.42,74470.01,16980.17,3430.25,9139.39,183387.87,10039.82,143602.67,2741.74,238678.98,4548.2,8256.95
5,2024-09-01,317315.86,22416.79,97864.55,57578.63,163899.0,4521.6,17369.57,4362.13,59252.06,14943.74,105972.86,19329.27,8940.25,2064.53,246753.2
1,2024-08-01,211975.11,9167.69,224338.35,42280.24,118391.92,7873.11,28002.11,12195.44,288666.44,3978.69,97187.36,1126.95,216404.18,35707.9,254101.66
1,2024-10-01,317097.89,6430.54,389169.96,75142.55,47260.86,15986.19,7753.32,12459.3,214704.39,7912.68,137821.26,-16237.9,44495.51,1452.82,245743.92
1,2024-06-01,167547.48,7110.7,237667.47,77413.22,138194.88,14889.6,14395.4,10989.71,87564.01,1582.71,170570.65,-863.06,219924.43,13764.54,205309.25
2,2024-05-01,398258.32,16181.76,385232.08,124344.44,205694.11,15577.29,20133.7,7716.66,252011.12,19148.19,51523.33,-8235.34,48201.12,30223.81,57201.43
4,2024-08-01,429339.66,17018.31,350535.69,78755.34,51125.58,4029.99,17731.37,13885.75,287738.07,15456.5,247736.45,674.27,89434.36,30277.97,54774.93
3,2024-08-01,442350.31,11311.66,281923.24,58392.27,70318.11,9741.67,12181.61,8989.82,169744.25,7190.31,106233.21,9727.08,19700.24,11594.79,207045.18
2,2024-05-01,142661.09,10936.67,370083.92,136360.86,46313.75,14208.76,24053.69,3110.96,114450.91,4304.09,147814.61,-108.93,109869.67,64232.67,63404.12
3,2024-12-01,323101.76,15630.03,426645.6,123918.52,20341.06,8711.8,13464.08,8938.57,68884.38,11078.47,168680.47,-14668.37,73656.93,43842.05,48312.48
4,2024-07-01,423500.39,11112.56,392204.58,110076.2,305612.58,11725.25,12810.59,8850.54,191076.81,5263.17,191479.99,10491.43,40005.19,61952.03,248280.23
5,2024-01-01,151286.6,23686.39,351691.97,54853.52,275676.1,15433.66,2604.58,9781.75,86122.15,11309.67,41577.71,-10176.08,86338.63,35878.34,175746.41
1,2024-04-01,139808.96,12652.64,355728.88,54577.44,90621.29,10569.07,26207.91,1939.82,267742.14,8733.77,246463.92,-19443.77,7256.99,5309.57,57080.19
3,2024-02-01,426776.8,9396.27,139439.39,88962.63,196178.08,12594.32,29983.09,10485.95,92628.8,11554.36,27974.55,-14099.99,251015.92,78203.82,28999.29
2,2024-10-01,418694.42,7919.3,455268.8,93710.5,264488.69,7519.48,22811.91,6347.9,45252.14,11212.61,71309.71,6003.97,130561.83,12322.56,66279.9
3,2024-03-01,279477.25,17634.16,157265.71,60731.44,131793.89,7936.31,29187.63,9351.54,296811.82,1100.96,37551.36,17719.78,129379.26,13002.13,174625.3
5,2024-12-01,143884.47,11533.23,214580.87,44804.45,245410.46,4565.3,15874.01,13851.53,125603.18,14311.6,223681.47,10400.85,189345.99,25619.22,116333.08
1,2024-01-01,306449.26,8775.9,282194.61,73584.45,284940.8,19844.62,18285.34,5410.23,201987.92,12161.35,209752.45,-7082.27,51737.99,45717.73,25907.2
3,2024-11-01,257921.28,10516.31,125472.31,81489.99,172089.42,12533.75,26769.65,8501.12,90710.55,12495.97,93690.32,-3383.99,244101.84,27142.83,135307.61
5,2024-11-01,307418.97,11157.63,312430.33,36305.01,290853.05,4693.98,16671.16,11670.02,86280.92,6180.32,228958.26,3005.56,31574.4,54560.6,30866.54
2,2024-02-01,275958.08,17516.67,148071.41,97756.78,84041.44,4123.41,4001.44,2257.43,137647.76,19120.07,264535.16,-17284.65,120472.97,46966.79,115348.67
4,2024-01-01,327405.77,8493.63,444347.09,30241.28,294940.3,5342.7,22675.42,5636.84,256603.9,8101.77,61662.8,17232.55,213915.36,55816.21,33738.76
2,2024-08-01,390851.89,19656.08,430470.45,48140.75,265673.95,14638.1,5892.11,2472.72,175611.77,5638.02,112885.63,-5725.81,122140.27,8834.81,133253.67
1,2024-04-01,409943.96,11097.65,292770.17,47635.15,276219.96,10477.48,11603.74,12675.98,164481.24,1608.97,158161.2,-2969.14,104597.69,79504.66,273486.09
2,2024-03-01,359592.88,14766.19,254790.53,112506.55,21371.95,11175.55,25644.81,11693.16,124834.4,12311.39,95354.66,-17626.81,177104.34,32914.23,129429.83
2,2024-01-01,179576.25,18096.78,116040.76,88307.01,222405.54,14225.11,9774.13,5091.99,85505.43,16850.15,196113.57,-13874.14,243087.75,61144.09,84437.88
2,2024-02-01,258849.21,15872.4,404320.08,130324.36,142198.91,14850.42,28166.87,924.69,231920.58,4641.02,243447.96,-8595.94,196518.08,4632.18,9063.7
2,2024-03-01,128489.61,18244.67,226748.04,61781.84,204392.07,15186.13,24826.15,6439.0,19446.34,13946.48,214589.5,-10065.1,50119.67,70570.67,26266.82
1,2024-03-01,280669.49,11451.91,173529.61,55268.93,45515.73,2515.27,29108.76,751.81,282220.82,1081.14,274249.65,-7785.08,179053.8,50291.12,237764.89
5,2024-06-01,488135.77,24269.0,473119.21,126347.41,92124.95,16815.81,4935.89,4736.35,234413.48,12302.93,118576.2,-7381.98,275979.63,3810.01,31838.79
3,2024-10-01,356692.28,14179.79,342318.96,83304.49,127141.29,4313.17,10251.6,3548.75,106075.6,2343.08,61049.66,9190.05,150628.44,4655.47,168098.22
4,2024-08-01,161845.01,11438.67,104545.04,62907.68,239120.96,13061.81,24153.08,3884.95,253752.8,18040.5,253581.06,-17497.71,100220.32,28348.87,34025.12
3,2024-06-01,207431.06,10927.88,395518.28,80191.18,188638.85,5284.18,20856.49,10499.87,111853.54,6428.73,286663.16,-3354.22,178456.71,21156.48,54614.56
3,2024-02-01,125829.46,5853.9,375160.92,81032.82,24461.75,16697.12,23388.48,10776.32,105550.03,10314.34,135221.14,-14918.6,22777.07,83048.74,137548.43
4,2024-02-01,172965.56,18696.12,235480.1,98652.92,122106.57,15537.47,26428.08,10741.47,102630.57,8435.72,63437.29,11580.3,215789.5,47985.27,16973.41
1,2024-07-01,295136.66,10250.31,124475.7,34519.96,306688.0,4329.5,9622.91,12392.22,129441.11,11993.49,90631.97,19678.22,93248.24,29102.88,201972.38
4,2024-01-01,237942.55,24178.6,273977.96,59753.88,74854.41,11455.22,29226.5,12004.22,250641.85,6958.35,133560.37,4621.53,22182.11,64564.16,112275.29
1,2024-01-01,181584.93,9208.89,380327.57,86027.29,92217.05,14712.16,23265.45,9594.19,89033.33,18578.88,49366.53,5234.52,200065.56,47756.17,103654.25
3,2024-07-01,158639.37,15589.82,105405.9,95075.17,113752.4,4215.74,28539.39,3790.83,191454.55,7178.4,119508.81,-19630.57,47973.98,34873.41,99185.62
1,2024-09-01,362428.45,19709.41,140376.57,49050.67,101736.33,3781.08,5049.99,5627.46,62083.94,10944.51,205039.58,-388.04,43754.57,9522.3,11620.66
5,2024-05-01,323240.95,22402.31,322570.47,53234.69,57126.17,8139.27,17620.64,6470.25,296875.25,8622.16,155586.36,1711.61,80488.28,7184.95,42913.75
4,2024-11-01,437056.12,8129.22,298817.9,117312.35,115361.36,18453.12,24859.12,10750.74,78493.82,5382.83,229586.05,18400.3,91281.01,9827.9,86328.62
5,2024-01-01,173301.15,24708.03,437035.07,124266.86,184526.49,2287.76,4498.59,8277.78,252248.51,19819.31,39656.58,-17489.65,132603.0,25750.48,227901.55
3,2024-05-01,439194.18,23134.98,400916.87,39017.1,225960.29,7818.57,15591.69,11264.49,81929.13,13812.1,244911.27,-15599.37,233866.04,79800.86,184236.73
4,2024-11-01,331164.47,24257.0,442531.91,148809.61,216071.13,16320.5,24335.28,2803.7,142498.56,10731.4,103503.54,-4862.05,262804.46,28272.07,257770.33
3,2024-01-01,206489.28,22053.42,261383.52,81974.86,69616.14,7540.63,3383.18,3868.83,89114.07,13314.55,108978.12,-3064.68,11563.49,7736.23,228577.64
5,2024-10-01,209421.26,22553.38,390120.32,100290.11,207429.87,2046.85,22091.68,1329.89,225513.37,10683.15,175958.62,2793.11,92476.41,62164.58,46108.08
3,2024-12-01,256152.16,16976.58,94486.7,101238.1,129289.03,13019.47,29116.09,8984.44,203938.33,15367.84,211728.59,18068.14,163045.62,68119.84,145626.39
4,2024-09-01,284050.89,21906.2,192796.73,71522.61,270659.95,19199.96,3572.62,14495.24,48521.03,5088.94,53304.26,4387.87,116523.69,26474.98,142747.9
4,2024-04-01,133002.03,15680.27,332708.98,95374.87,130535.47,12013.41,27702.06,8380.2,243472.73,19770.02,15670.64,13594.78,242631.68,64767.47,181919.77
3,2024-09-01,436799.67,15764.34,380473.55,100008.25,317853.47,16474.01,13737.11,3696.57,271180.82,6616.67,87499.32,3259.8,35539.84,10684.08,22873.59
4,2024-02-01,148616.43,16251.6,303196.96,121291.54,207520.56,1269.61,2677.99,9437.58,33825.5,8596.47,102059.69,-948.87,221662.03,55537.41,220893.21
4,2024-07-01,293383.94,24926.36,267294.29,109415.09,150838.61,13550.16,11747.57,10359.96,42853.09,19416.51,52666.02,15880.42,170589.01,55280.47,79685.22
3,2024-12-01,253187.29,7087.9,168306.38,83601.25,173449.23,3868.78,10513.15,8878.89,32062.63,5859.31,224782.95,-18958.05,129753.76,50373.02,259273.23
5,2024-02-01,304914.83,21112.2,144674.7,52959.67,73665.7,14272.56,8970.75,5895.09,89012.33,4213.15,193616.56,5533.57,174528.61,13725.89,259666.62
4,2024-12-01,454993.01,10466.25,425192.95,33019.2,227442.06,11831.97,25203.06,12531.29,282311.94,12879.98,66939.9,12438.93,277427.79,44084.92,57405.96
4,2024-04-01,495635.34,12224.54,131884.89,108222.47,313735.63,5211.48,14666.06,7628.0,69016.76,19331.37,53431.76,-10101.22,26194.78,22824.5,259760.97
4,2024-06-01,108108.55,6610.67,249114.81,87324.58,177062.28,12115.54,10627.22,14842.08,289014.36,19859.26,146204.02,-17728.15,93467.28,31856.4,95815.42
4,2024-02-01,257295.77,12031.48,430392.5,145862.97,322667.21,13847.08,10683.03,4028.7,101256.23,5529.48,249453.02,-15766.19,168384.14,73712.66,65975.48
3,2024-02-01,427044.21,24815.25,134084.81,41798.02,65891.02,18140.6,29779.03,3737.14,235796.3,6747.42,115212.46,11573.18,185810.74,21336.5,113608.88
5,2024-02-01,230641.15,12941.39,126018.49,38714.78,214493.57,17888.09,19326.91,1590.42,183902.08,15963.17,186323.06,-12783.28,31224.1,21825.88,40346.95
5,2024-03-01,359614.47,18393.76,352003.63,51753.42,226763.92,18792.04,3164.65,6284.39,78265.97,3936.67,72517.97,-11609.41,55171.75,37693.39,148559.67
1,2024-05-01,496903.68,7414.26,207630.12,75220.07,115075.38,16982.9,26861.76,4102.59,260865.61,7183.91,263438.09,-1539.99,29491.47,21808.28,54410.68
